Symbol,Date,Open,High,Low,Close,Adj Close,Volume
JNJ,5/12/2021,168.539993,169.800003,167.949997,168.199997,166.169678,6758300
JNJ,5/13/2021,166.970001,170.699997,166.970001,169.960007,167.908432,8018600
JNJ,5/14/2021,171.479996,171.610001,170.169998,170.220001,168.165298,5797700
JNJ,5/17/2021,170.399994,171.889999,170.309998,170.389999,168.333252,5722600
JNJ,5/18/2021,169.979996,171.369995,169.529999,170.449997,168.392532,5846000
JNJ,5/19/2021,169.910004,170.160004,168.039993,170.080002,168.026993,5533800
JNJ,5/20/2021,169.940002,171.589996,169.690002,171.070007,169.005051,4853200
JNJ,5/21/2021,171.330002,172.740005,170.869995,170.960007,168.896378,6501800
JNJ,5/24/2021,170.899994,171.350006,169.770004,170.550003,169.542526,5195100
JNJ,5/25/2021,170.669998,171.029999,169.740005,170.080002,169.075302,7444700
JNJ,5/26/2021,170,170.080002,168.279999,169.070007,168.071274,5726400
JNJ,5/27/2021,169.259995,170.169998,168.380005,168.809998,167.81279,8114700
JNJ,5/28/2021,169.520004,171.009995,169.169998,169.25,168.250198,6400800
JNJ,6/1/2021,170.149994,170.199997,165.380005,165.529999,164.55217,10448400
JNJ,6/2/2021,165.300003,166.729996,165.110001,166.199997,165.218216,6806000
JNJ,6/3/2021,165.889999,167.149994,165.710007,166.039993,165.059158,5808800
JNJ,6/4/2021,167.009995,167.570007,165.869995,165.970001,164.989578,6510300
JNJ,6/7/2021,166,166.320007,164.630005,164.839996,163.866241,5362800
JNJ,6/8/2021,165.279999,165.660004,162.070007,163.389999,162.42482,7746800
JNJ,6/9/2021,163.990005,165.779999,163.660004,165.589996,164.611816,5552600
JNJ,6/10/2021,166,167.580002,165.949997,167.080002,166.093018,6463100
JNJ,6/11/2021,167.070007,167.080002,164.220001,164.960007,163.98555,7389900
JNJ,6/14/2021,164.5,165.460007,163.899994,165.369995,164.393112,4931300
JNJ,6/15/2021,165.229996,165.860001,164.389999,164.490005,163.518326,5062900
JNJ,6/16/2021,164.800003,165.75,163.479996,164.429993,163.458664,6988500
JNJ,6/17/2021,164.190002,165.699997,163.5,165.220001,164.244003,5874700
JNJ,6/18/2021,163.270004,164.190002,161.789993,161.979996,161.023148,12993000
JNJ,6/21/2021,162.770004,164.259995,162.25,163.839996,162.872162,6592300
JNJ,6/22/2021,163.710007,164.039993,163.279999,163.619995,162.653458,5627800
JNJ,6/23/2021,163.690002,163.690002,162.479996,162.630005,161.669312,4493400
JNJ,6/24/2021,163.270004,164.199997,162.800003,163.369995,162.404922,4549200
JNJ,6/25/2021,162.940002,164.779999,162.889999,164.210007,163.239975,10963800
JNJ,6/28/2021,164.440002,165.070007,163.520004,164.020004,163.051102,5604000
JNJ,6/29/2021,164,164.639999,163.410004,164.029999,163.061035,3749500
JNJ,6/30/2021,164,164.970001,163.669998,164.740005,163.766846,6151700
JNJ,7/1/2021,164.740005,166.009995,164.630005,165.960007,164.979645,6320200
JNJ,7/2/2021,166.020004,169.300003,165.639999,168.979996,167.981796,9059900
JNJ,7/6/2021,167.910004,168.860001,166.990005,167.970001,166.977768,6098500
JNJ,7/7/2021,167.479996,169.5,167.479996,169.410004,168.409256,6293500
JNJ,7/8/2021,168.699997,169.460007,167.580002,169.080002,168.081207,5755500
JNJ,7/9/2021,169.369995,170.369995,169.240005,169.75,168.747253,6120900
JNJ,7/12/2021,169.729996,171.179993,168.539993,169.479996,168.478836,7840500
JNJ,7/13/2021,168.970001,169.759995,168.669998,169.270004,168.270081,4691200
JNJ,7/14/2021,170,170.830002,169.039993,170.419998,169.413284,6162900
JNJ,7/15/2021,169.300003,169.899994,167.720001,168.369995,167.375397,6656900
JNJ,7/16/2021,168.339996,169.089996,167.949997,168.100006,167.106995,5834900
JNJ,7/19/2021,166.479996,168.190002,165.320007,166.880005,165.894211,8219700
JNJ,7/20/2021,166.899994,170.809998,166.839996,168.449997,167.454926,9902800
JNJ,7/21/2021,169.300003,169.690002,167.479996,169.490005,168.488785,7585200
JNJ,7/22/2021,169.360001,171.070007,168.649994,169.979996,168.975891,5281900
JNJ,7/23/2021,171,172.179993,170.380005,171.789993,170.775192,5014900
JNJ,7/26/2021,171.820007,172.139999,170.860001,171.869995,170.854721,4484900
JNJ,7/27/2021,171.800003,172.720001,170.669998,172.660004,171.64006,7089300
JNJ,7/28/2021,172.729996,173.380005,172.080002,172.179993,171.162888,5750700
JNJ,7/29/2021,172.740005,173.339996,171.089996,172.179993,171.162888,4214100
JNJ,7/30/2021,172.539993,172.979996,171.839996,172.199997,171.18277,5346400
JNJ,8/2/2021,172.470001,172.839996,171.300003,172.270004,171.252365,3721500
JNJ,8/3/2021,172.729996,174.5,172.440002,174.389999,173.359833,6033000
JNJ,8/4/2021,174.199997,174.589996,173.259995,173.360001,172.335922,4793100
JNJ,8/5/2021,173.850006,173.850006,172.419998,173.690002,172.663971,4291000
JNJ,8/6/2021,173.940002,173.940002,172.449997,173.110001,172.087402,4580600
JNJ,8/9/2021,173.720001,174.25,172.929993,173.710007,172.683853,3950200
JNJ,8/10/2021,173.259995,174.110001,172.779999,173.770004,172.7435,3678300
JNJ,8/11/2021,174.25,174.470001,173.559998,173.800003,172.773331,4221300
JNJ,8/12/2021,173.820007,175.289993,173.589996,175.199997,174.165054,4300400
JNJ,8/13/2021,175.289993,176.289993,175.119995,176.25,175.208847,5881600
JNJ,8/16/2021,176.550003,177.889999,175.949997,177.839996,176.789459,4782800
JNJ,8/17/2021,177.309998,179.509995,177.309998,179.470001,178.409836,6041900
JNJ,8/18/2021,179.5,179.5,177.130005,177.190002,176.143295,7134100
JNJ,8/19/2021,176.619995,179.330002,176.070007,178.570007,177.515152,5615000
JNJ,8/20/2021,178.889999,179.919998,178.070007,179.440002,178.380005,5425300
JNJ,8/23/2021,178.389999,178.929993,177.539993,177.610001,177.610001,6461700
JNJ,8/24/2021,176.990005,177.210007,175.279999,175.389999,175.389999,5734800
JNJ,8/25/2021,175.690002,175.899994,173.889999,174.229996,174.229996,5700300
JNJ,8/26/2021,173.949997,174.720001,173.050003,173.300003,173.300003,5031600
JNJ,8/27/2021,174.279999,174.279999,172.75,172.929993,172.929993,7044400
JNJ,8/30/2021,172.789993,174.279999,172.779999,173.660004,173.660004,3252700
JNJ,8/31/2021,173.490005,174.490005,172.479996,173.130005,173.130005,7106800
JNJ,9/1/2021,172.899994,173.740005,172.059998,173.740005,173.740005,5327400
JNJ,9/2/2021,174.339996,175.190002,173.910004,174.929993,174.929993,4544300
JNJ,9/3/2021,175.100006,175.220001,173.809998,175.039993,175.039993,4096900
JNJ,9/7/2021,174.350006,175.029999,171.669998,172.320007,172.320007,6859900
JNJ,9/8/2021,171.619995,172.979996,171.080002,171.899994,171.899994,4661700
JNJ,9/9/2021,171.190002,171.479996,167.699997,168.070007,168.070007,7114600
JNJ,9/10/2021,168.550003,169.089996,166.869995,166.970001,166.970001,6696100
JNJ,9/13/2021,167.919998,168.119995,165.130005,165.800003,165.800003,6273500
JNJ,9/14/2021,166.399994,166.539993,164.509995,164.800003,164.800003,5259600
JNJ,9/15/2021,165,165.960007,164.309998,165.419998,165.419998,7935300
JNJ,9/16/2021,165.649994,166.460007,164.190002,165.220001,165.220001,5665400
JNJ,9/17/2021,164.300003,164.910004,163.559998,164.75,164.75,13419800
JNJ,9/20/2021,163.479996,165.169998,162.169998,163.809998,163.809998,7270800
JNJ,9/21/2021,164.610001,165.979996,164.240005,164.529999,164.529999,6663600
JNJ,9/22/2021,165.350006,165.949997,163.630005,163.929993,163.929993,5657100
JNJ,9/23/2021,164.399994,165.770004,164.149994,164.860001,164.860001,4697900
JNJ,9/24/2021,164.75,165.649994,163.889999,164.360001,164.360001,4399300
JNJ,9/27/2021,164,164.360001,162.850006,163.169998,163.169998,5775500
JNJ,9/28/2021,163.100006,163.910004,161.770004,162.809998,162.809998,7610400
JNJ,9/29/2021,163,164.660004,162.779999,164.020004,164.020004,5124100
JNJ,9/30/2021,164.639999,165.399994,161.410004,161.5,161.5,6972300
JNJ,10/1/2021,161.529999,161.899994,158.619995,160.470001,160.470001,8568300
JNJ,10/4/2021,159.990005,161,157.669998,159.220001,159.220001,8620700
JNJ,10/5/2021,159.860001,161.110001,159.149994,159.580002,159.580002,5129000
JNJ,10/6/2021,159.869995,159.949997,157.839996,159.910004,159.910004,7312600
JNJ,10/7/2021,160.020004,162.610001,160.020004,161.339996,161.339996,5309200
JNJ,10/8/2021,161.320007,161.610001,160.25,160.929993,160.929993,4343200
JNJ,10/11/2021,160.860001,161.850006,159.940002,160.25,160.25,4101600
JNJ,10/12/2021,160,160.179993,157.339996,157.690002,157.690002,6686400
JNJ,10/13/2021,157.820007,160.080002,157.75,159.199997,159.199997,6901100
JNJ,10/14/2021,159.710007,161.139999,159.600006,160.110001,160.110001,4579200
JNJ,10/15/2021,161.029999,161.809998,160.410004,161.300003,161.300003,6912500
JNJ,10/18/2021,160.25,160.889999,159.199997,160.119995,160.119995,7465500
JNJ,10/19/2021,160.899994,165.149994,160.729996,163.869995,163.869995,10081300
JNJ,10/20/2021,163.979996,164.75,163.259995,163.779999,163.779999,6003200
JNJ,10/21/2021,164.300003,164.389999,162.279999,163.399994,163.399994,4522100
PFE,1/2/2020,37.28653,37.333965,36.888046,37.134724,34.635296,16514072
PFE,1/3/2020,36.736244,37.229603,36.688805,36.935486,34.449471,14922848
PFE,1/6/2020,36.83112,37.0019,36.71727,36.888046,34.405216,15771951
PFE,1/7/2020,37.115749,37.125237,36.698292,36.764706,34.29018,20108107
PFE,1/8/2020,36.774193,37.210625,36.764706,37.058823,34.564507,16403507
PFE,1/9/2020,37.258064,37.258064,36.802658,36.897533,34.414063,21971895
PFE,1/10/2020,36.982922,37.599621,36.973434,37.466793,34.945011,21557357
PFE,1/13/2020,37.590134,37.732449,37.201138,37.390892,34.874226,15392405
PFE,1/14/2020,37.409866,38.026566,37.28653,38.017078,35.458263,20919160
PFE,1/15/2020,38.130932,38.776093,38.111954,38.586338,35.989208,23925800
PFE,1/16/2020,38.700191,38.709679,38.254269,38.529411,35.936111,16216422
PFE,1/17/2020,38.491463,38.719166,38.349148,38.434536,35.847618,23083970
PFE,1/21/2020,38.311195,38.576851,38.130932,38.273247,35.697189,23115696
PFE,1/22/2020,38.254269,38.339657,37.922199,38.130932,35.564453,18097812
PFE,1/23/2020,38.130932,38.73814,38.074005,38.624287,36.024601,27148510
PFE,1/24/2020,38.842506,38.870968,37.609108,37.779884,35.237034,34143698
PFE,1/27/2020,37.390892,38.358635,37.23909,38.102467,35.537899,31964026
PFE,1/28/2020,37.305504,37.466793,36.005692,36.185959,33.750397,70202408
PFE,1/29/2020,36.166985,36.413662,35.626186,35.654648,33.254841,34165726
PFE,1/30/2020,35.199242,35.265656,34.810246,35.170776,33.138622,32316589
PFE,1/31/2020,35.04744,35.531307,35.009487,35.332069,33.290596,33894005
PFE,2/3/2020,35.540798,36.091084,35.388992,35.588234,33.53196,20875735
PFE,2/4/2020,36.129032,36.280834,35.702087,35.759014,33.692875,31150865
PFE,2/5/2020,35.910816,36.593929,35.882355,36.21442,34.121971,29443490
PFE,2/6/2020,36.470589,36.527515,36.081593,36.299809,34.202423,21047748
PFE,2/7/2020,36.394688,36.432636,35.986717,36.100571,34.014698,21903596
PFE,2/10/2020,36.252373,36.26186,35.787476,35.872864,33.800148,19998385
PFE,2/11/2020,35.948769,36.176472,35.825428,36.138519,34.050449,16027335
PFE,2/12/2020,36.138519,36.233398,35.787476,35.806454,33.737576,22944315
PFE,2/13/2020,35.654648,35.654648,35,35.037952,33.013474,22099745
PFE,2/14/2020,35.075901,35.142315,34.554081,34.639469,32.63802,21006747
PFE,2/18/2020,34.677418,34.791271,34.411766,34.459202,32.468163,17988513
PFE,2/19/2020,34.535103,34.629982,34.354839,34.373814,32.387711,17750941
PFE,2/20/2020,33.880455,34.212524,33.595825,34.013283,32.048008,42953135
PFE,2/21/2020,33.927895,33.984821,33.709679,33.889942,31.931797,32425256
PFE,2/24/2020,33.244781,33.586338,32.827324,32.893738,30.993153,37969296
PFE,2/25/2020,32.903225,32.960152,31.982922,32.19165,30.331633,41878898
PFE,2/26/2020,32.485767,33.406071,32.277039,32.941177,31.037851,47920005
PFE,2/27/2020,32.675522,33.880455,32.35294,32.35294,30.483603,55444827
PFE,2/28/2020,31.774195,32.201138,30.863379,31.707781,29.875719,66057447
PFE,3/2/2020,32.172676,33.159393,31.736242,33.092979,31.180883,42034469
PFE,3/3/2020,33.377609,33.946869,32.125237,32.542694,30.66239,46174475
PFE,3/4/2020,33.301708,34.59203,33.159393,34.535103,32.539684,38712155
PFE,3/5/2020,33.823528,34.326378,33.358635,33.643265,31.699369,35096303
PFE,3/6/2020,32.922199,33.368122,32.371918,33.225807,31.306036,40931036
PFE,3/9/2020,31.745731,32.912712,31.461102,32.030361,30.179661,43183856
PFE,3/10/2020,32.798862,32.884251,31.318787,32.817837,30.921638,40548329
PFE,3/11/2020,32.030361,32.144215,30.037951,30.521822,28.758286,65350213
PFE,3/12/2020,28.918406,30.360531,28.462997,28.481974,26.8363,62731445
PFE,3/13/2020,29.667933,31.195446,28.681213,31.034157,29.241018,60553038
PFE,3/16/2020,28.406073,30.626186,28.13093,28.633776,26.979328,50995050
PFE,3/17/2020,30.018974,30.97723,29.02277,30.512335,28.749348,54220606
PFE,3/18/2020,29.193548,30.93928,28.757116,30.702087,28.928133,43884976
PFE,3/19/2020,30.56926,30.597723,28.472486,28.861481,27.193878,59820929
PFE,3/20/2020,28.728653,29.098673,27.428843,27.52372,25.933413,52488989
PFE,3/23/2020,27.286528,28.064516,26.451612,27.030361,25.468561,52853041
PFE,3/24/2020,27.998102,28.510435,27.419355,28.178368,26.550236,44466784
PFE,3/25/2020,27.988615,29.146111,27.514231,28.225805,26.594931,44601275
PFE,3/26/2020,28.358635,30.351044,28.349146,30.123341,28.38283,43269967
PFE,3/27/2020,29.222012,30.113852,29.089184,29.316889,27.622972,38290344
PFE,3/30/2020,29.459204,31.166983,29.459204,30.996204,29.205257,29943508
PFE,3/31/2020,30.740038,31.309298,30.588236,30.967743,29.178438,29466151
PFE,4/1/2020,30.28463,30.626186,29.914612,30.123341,28.38283,26709625
PFE,4/2/2020,30.265656,31.309298,30.123341,31.185959,29.38405,27186876
PFE,4/3/2020,30.958254,32.153702,30.958254,31.91651,30.07239,32837370
PFE,4/6/2020,32.182163,33.111954,32.049335,32.798862,30.903759,40503217
PFE,4/7/2020,33.206833,33.368122,31.86907,31.888046,30.04557,24226295
PFE,4/8/2020,32.248577,33.017078,31.726755,32.827324,30.930576,25523980
PFE,4/9/2020,33.235294,33.937382,33.064514,33.576851,31.636795,30648107
PFE,4/13/2020,34.117645,34.136623,32.941177,33.339657,31.413309,18270141
PFE,4/14/2020,34.089184,34.753323,33.529411,34.573055,32.575443,21845309
PFE,4/15/2020,34.212524,34.373814,33.757114,34.127136,32.155285,21312196
PFE,4/16/2020,34.269451,34.402279,33.757114,34.041744,32.074829,20657451
PFE,4/17/2020,34.629982,35.104362,34.25996,35.018974,32.99559,24404843
PFE,4/20/2020,34.516129,35.018974,34.231499,34.231499,32.25362,22530620
PFE,4/21/2020,33.946869,34.089184,33.557877,33.795067,31.842403,23975233
PFE,4/22/2020,35.066414,35.104362,34.269451,34.392788,32.405586,20182624
PFE,4/23/2020,34.421253,35.483871,34.421253,34.810246,32.798923,20185365
PFE,4/24/2020,34.95256,35.512333,34.895638,35.464897,33.415749,17353794
PFE,4/27/2020,35.664139,36.565464,35.645161,36.366222,34.264996,23394057
PFE,4/28/2020,37.049335,37.210625,35.464897,35.967743,33.889545,35666728
PFE,4/29/2020,36.489563,36.574951,35.777988,36.166985,34.077274,26518535
PFE,4/30/2020,36.053131,36.537003,35.445919,36.394688,34.291817,29450973
PFE,5/1/2020,35.910816,35.996204,35.474384,35.711575,33.648182,22679867
PFE,5/4/2020,35.673622,35.97723,35.493359,35.6926,33.630295,19893512
PFE,5/5/2020,36.821632,36.869068,36.309299,36.537003,34.425915,24123952
PFE,5/6/2020,36.973434,37.011387,36.537003,36.537003,34.425915,24047432
PFE,5/7/2020,36.442123,36.518028,35,35.066414,33.369568,33546080
PFE,5/8/2020,35.341557,35.464897,35.142315,35.313091,33.604313,19893618
PFE,5/11/2020,35.341557,36.252373,35.256168,36.148006,34.398827,25620421
PFE,5/12/2020,36.166985,36.280834,35.426945,35.445919,33.730713,19335314
PFE,5/13/2020,35.398483,35.502846,34.71537,35.151802,33.450825,24596882
PFE,5/14/2020,34.914612,36.015179,34.895638,35.97723,34.236309,22362507
PFE,5/15/2020,36.015179,36.21442,35.474384,35.825428,34.091854,25460002
PFE,5/18/2020,36.375713,36.489563,35.702087,36.119545,34.371746,22635177
PFE,5/19/2020,35.910816,36.072105,35.398483,35.749527,34.019627,19476234
PFE,5/20/2020,36.005692,36.242886,35.626186,35.702087,33.974483,17504200
PFE,5/21/2020,35.645161,35.721062,35.151802,35.351044,33.640427,17652181
PFE,5/22/2020,35.208729,35.607212,35.066414,35.578747,33.857113,15781226
PFE,5/26/2020,35.721062,35.92979,35.531307,35.56926,33.84808,23260094
PFE,5/27/2020,35.493359,35.616699,35.075901,35.493359,33.775852,25904158
PFE,5/28/2020,35.901329,36.470589,35.787476,36.223907,34.47105,22521767
PFE,5/29/2020,36.309299,36.461102,35.654648,36.233398,34.480087,48333067
PFE,6/1/2020,33.681213,33.899429,33.121441,33.643265,32.015285,76884979
PFE,6/2/2020,33.709679,34.3074,33.444023,34.3074,32.647282,42690900
PFE,6/3/2020,34.43074,34.544594,33.719166,34.3074,32.647282,38751996
PFE,6/4/2020,33.880455,34.43074,33.870968,34.165085,32.511852,27013388
PFE,6/5/2020,34.383301,34.620495,34.041744,34.146111,32.493793,36705655
PFE,6/8/2020,33.965843,34.724857,33.851994,34.71537,33.035515,30194149
PFE,6/9/2020,34.629982,34.781784,34.316887,34.354839,32.692425,21675088
PFE,6/10/2020,34.497154,34.582542,34.051231,34.079697,32.430599,29557217
PFE,6/11/2020,33.776093,33.851994,31.574953,31.593927,30.065115,63166642
PFE,6/12/2020,32.333965,32.35294,31.356735,32.020874,30.471401,37902472
PFE,6/15/2020,31.593927,31.992411,31.081594,31.650854,30.119286,36247482
PFE,6/16/2020,31.86907,32.220116,31.043644,31.688805,30.155399,55616945
PFE,6/17/2020,31.86907,32.039848,31.612904,31.840607,30.299858,27509822
PFE,6/18/2020,31.565466,31.755219,31.290323,31.537003,30.010944,32278855
PFE,6/19/2020,31.963947,32.011387,31.423149,31.707781,30.17346,43986266
PFE,6/22/2020,31.622391,31.650854,31.223909,31.413662,29.89357,23332503
PFE,6/23/2020,31.49905,31.54649,31.062618,31.091082,29.586601,37690408
PFE,6/24/2020,31.034157,31.053131,30.360531,30.540796,29.062943,30817695
PFE,6/25/2020,30.464895,30.721064,30.199242,30.664137,29.180315,27418651
PFE,6/26/2020,30.597723,30.626186,29.990513,30.398481,28.927515,42153992
PFE,6/29/2020,30.796965,30.996204,30.550285,30.967743,29.469231,23956261
PFE,6/30/2020,30.863379,31.195446,30.578749,31.024668,29.523399,25451676
PFE,7/1/2020,32.770397,32.770397,31.992411,32.011387,30.46237,73503009
PFE,7/2/2020,32.846298,33.064514,32.296017,32.741936,31.157572,45270881
PFE,7/6/2020,33.159393,33.197342,32.618595,32.741936,31.157572,27150935
PFE,7/7/2020,32.305504,32.590134,32.220116,32.28653,30.724203,25148018
PFE,7/8/2020,32.267551,32.609108,31.850096,32.020874,30.471401,24256545
PFE,7/9/2020,32.0019,32.144215,31.404175,31.745731,30.209572,20363702
PFE,7/10/2020,31.935484,32.296017,31.774195,32.096775,30.543631,24459019
PFE,7/13/2020,32.950665,33.889942,32.751423,33.406071,31.789568,56569129
PFE,7/14/2020,33.557877,33.605312,33.092979,33.425049,31.807632,32854129
PFE,7/15/2020,34.146111,34.155598,33.652752,33.889942,32.250027,26294454
PFE,7/16/2020,33.776093,33.814041,33.45351,33.776093,32.141685,18421812
PFE,7/17/2020,34.02277,34.468693,33.899429,34.392788,32.728539,23347365
PFE,7/20/2020,35.56926,35.6926,34.459202,34.629982,32.95425,36815693
PFE,7/21/2020,35.04744,35.180267,34.648956,34.810246,33.125793,23588520
PFE,7/22/2020,36.271347,36.745731,35.597721,36.584438,34.814137,90705554
PFE,7/23/2020,37.220116,37.400379,36.223907,36.442123,34.678711,59639536
PFE,7/24/2020,36.081593,36.195446,35.417458,35.730549,34.001568,33870501
PFE,7/27/2020,35.445919,35.815941,35.322582,35.616699,33.893227,27640307
PFE,7/28/2020,36.565464,37.324478,36.110058,37.020874,35.22945,56393954
PFE,7/29/2020,37.28653,37.428844,36.480076,37.248577,35.44614,37033660
PFE,7/30/2020,36.318787,36.944973,36.242886,36.755219,35.318504,32273796
PFE,7/31/2020,36.318787,36.764706,35.920303,36.508537,35.081463,28472124
PFE,8/3/2020,36.631878,36.679317,36.26186,36.385201,34.962952,31036400
PFE,8/4/2020,36.347248,36.698292,36.138519,36.423149,34.999413,29448549
PFE,8/5/2020,36.49905,36.555977,36.176472,36.480076,35.054115,24292697
PFE,8/6/2020,36.78368,37.096775,36.195446,36.309299,34.890015,20922111
PFE,8/7/2020,36.337761,36.641365,36.204933,36.480076,35.054115,23097251
PFE,8/10/2020,36.574951,36.679317,36.299809,36.423149,34.999413,19964552
PFE,8/11/2020,36.584438,36.603416,35.74004,35.853889,34.4524,21326847
PFE,8/12/2020,35.891842,36.574951,35.872864,36.366222,34.944714,19957595
PFE,8/13/2020,36.119545,36.223907,35.939278,36.21442,34.798843,15340021
PFE,8/14/2020,36.062618,36.423149,35.986717,36.110058,34.698563,12901276
PFE,8/17/2020,36.091084,36.442123,36.005692,36.385201,34.962952,17494187
PFE,8/18/2020,36.480076,36.489563,36.21442,36.394688,34.972061,10846398
PFE,8/19/2020,36.508537,36.631878,36.166985,36.299809,34.880898,15690055
PFE,8/20/2020,36.223907,36.802658,36.176472,36.736244,35.30027,21957455
PFE,8/21/2020,36.916508,37.0019,36.593929,36.888046,35.44614,25467170
PFE,8/24/2020,37.020874,37.039848,36.565464,36.850094,35.409672,25011947
PFE,8/25/2020,36.537003,36.584438,36.005692,36.442123,35.017647,26221201
PFE,8/26/2020,36.233398,36.309299,35.730549,36.100571,34.689445,24083689
PFE,8/27/2020,36.015179,36.053131,35.749527,35.920303,34.516224,22156556
PFE,8/28/2020,35.92979,36.110058,35.483871,35.967743,34.561813,32830519
PFE,8/31/2020,35.901329,36.072105,35.578747,35.853889,34.4524,30032465
PFE,9/1/2020,35.853889,35.882355,34.639469,34.990513,33.622776,36145560
PFE,9/2/2020,34.886147,35.388992,34.535103,35.294117,33.914516,29068688
PFE,9/3/2020,35.455406,35.56926,34.250473,34.535103,33.185173,35956788
PFE,9/4/2020,34.620495,34.753323,34.032257,34.497154,33.148705,26872257
PFE,9/8/2020,34.658443,34.734344,33.851994,34.089184,32.75668,26736818
PFE,9/9/2020,34.43074,34.772297,34.288425,34.326378,32.984608,27490533
PFE,9/10/2020,34.345352,34.459202,33.757114,33.823528,32.501408,21650741
PFE,9/11/2020,33.908916,34.25996,33.633778,34.222012,32.884315,24109301
PFE,9/14/2020,34.497154,35.616699,34.421253,35.113853,33.741295,29565543
PFE,9/15/2020,35.28463,35.436432,34.924099,35.066414,33.695713,22003726
PFE,9/16/2020,35.370018,35.398483,34.838711,34.895638,33.531612,22208412
PFE,9/17/2020,34.895638,35.075901,34.677418,34.933586,33.568077,17894390
PFE,9/18/2020,34.895638,35.170776,34.696396,34.753323,33.394859,31694623
PFE,9/21/2020,34.506641,34.611008,33.567364,34.174572,32.838734,26608968
PFE,9/22/2020,33.97533,34.468693,33.908916,34.392788,33.048416,22727297
PFE,9/23/2020,34.478176,34.516129,34.127136,34.155598,32.820499,23102521
PFE,9/24/2020,34.108158,34.193546,33.719166,33.927895,32.6017,20859925
PFE,9/25/2020,33.719166,34.297913,33.700191,34.203037,32.866085,14365598
PFE,9/28/2020,34.3074,34.705883,34.3074,34.525616,33.176052,15044269
PFE,9/29/2020,34.563568,34.667931,34.184059,34.316887,32.975483,13512491
PFE,9/30/2020,34.411766,35.066414,34.392788,34.819733,33.458672,22629275
PFE,10/1/2020,35.018974,35.189754,34.3074,34.506641,33.157818,22520396
PFE,10/2/2020,34.212524,34.781784,34.184059,34.516129,33.166935,21461759
PFE,10/5/2020,34.658443,34.990513,34.478176,34.867172,33.504257,19400029
PFE,10/6/2020,35.104362,35.132828,34.240986,34.316887,32.975483,25233392
PFE,10/7/2020,34.402279,34.71537,34.184059,34.601517,33.248989,22160034
PFE,10/8/2020,34.724857,35.275143,34.639469,35,33.631897,17857395
PFE,10/9/2020,34.943073,35.218216,34.71537,34.905125,33.540726,23667465
PFE,10/12/2020,34.819733,35.275143,34.601517,34.933586,33.568077,19413837
PFE,10/13/2020,34.791271,35.227703,34.753323,35.009487,33.64101,21543233
PFE,10/14/2020,35.113853,35.388992,34.696396,34.971539,33.604542,22120298
PFE,10/15/2020,34.753323,34.857685,34.544594,34.677418,33.321922,16089205
PFE,10/16/2020,35.170776,36.166985,35.123341,36.005692,34.598278,42993503
PFE,10/19/2020,36.451614,36.859585,35.711575,35.863377,34.461521,31931352
PFE,10/20/2020,35.92979,35.948769,35.436432,35.56926,34.178902,22384852
PFE,10/21/2020,35.436432,35.531307,35.161289,35.180267,33.805111,18984859
PFE,10/22/2020,35.180267,35.645161,35.132828,35.512333,34.124199,19243616
PFE,10/23/2020,35.986717,36.318787,35.721062,36.223907,34.807961,30557884
PFE,10/26/2020,35.92979,36.072105,35.559772,35.97723,34.570923,33783124
PFE,10/27/2020,35.142315,36.166985,34.981026,35.512333,34.124199,36851529
PFE,10/28/2020,34.914612,35.227703,33.510437,33.633778,32.319077,33857537
PFE,10/29/2020,33.662239,33.814041,32.827324,33.472485,32.164085,27545341
PFE,10/30/2020,33.434536,33.709679,33.055027,33.662239,32.346424,25631067
PFE,11/2/2020,34.089184,34.392788,33.719166,34.373814,33.030182,21430666
PFE,11/3/2020,34.563568,34.743832,34.231499,34.335861,32.993713,21636617
PFE,11/4/2020,35.161289,36.166985,35.066414,35.417458,34.033035,40870536
PFE,11/5/2020,35.341557,35.388992,34.525616,34.525616,33.517242,33926995
PFE,11/6/2020,34.525616,34.838711,34.240986,34.535103,33.526447,23870676
PFE,11/9/2020,39.71537,39.838711,36.413662,37.19165,36.105412,230153864
PFE,11/10/2020,38.377609,38.462997,36.489563,36.698292,35.626461,80091668
PFE,11/11/2020,36.888046,38.140415,35.958256,36.527515,35.46067,58980997
PFE,11/12/2020,36.318787,36.375713,35.332069,35.626186,34.585667,46767877
PFE,11/13/2020,35.92979,36.679317,35.777988,36.641365,35.571194,40175634
PFE,11/16/2020,35.920303,36.005692,34.962048,35.417458,34.383038,75530167
PFE,11/17/2020,36.490002,36.5,35.82,36.040001,34.987396,46984500
PFE,11/18/2020,36.93,37.419998,36.299999,36.32,35.259216,63442700
PFE,11/19/2020,36.599998,36.630001,35.860001,36.189999,35.133011,43261800
PFE,11/20/2020,36.700001,37.310001,36.439999,36.700001,35.628117,60633800
PFE,11/23/2020,37.029999,37.09,36.209999,36.52,35.453377,43673100
PFE,11/24/2020,36.130001,36.740002,36.02,36.599998,35.531036,42485300
PFE,11/25/2020,36.529999,36.560001,36.240002,36.529999,35.463081,26955800
PFE,11/27/2020,36.779999,37.259998,36.75,37.23,36.142639,25277000
PFE,11/30/2020,37.950001,38.799999,37.599998,38.310001,37.191097,65425900
PFE,12/1/2020,39.400002,40.5,39.009998,39.41,38.258968,72499700
PFE,12/2/2020,40.470001,41.41,40.299999,40.799999,39.608368,84347500
PFE,12/3/2020,40.98,41.029999,39.52,40.09,38.919109,68570100
